speakerid|speech_id|lastname|firstname|chamber|state|gender|party|district|nonvoting
113118560|1130000006|BECERRA|XAVIER|H|CA|M|D|34|voting
113118060|1130000009|BOEHNER|JOHN|H|OH|M|R|8|voting
113117580|1130000010|DINGELL|JOHN|H|MI|M|D|12|voting
113117580|1130000011|DINGELL|JOHN|H|MI|M|D|12|voting
113118560|1130000015|BECERRA|XAVIER|H|CA|M|D|34|voting
113118560|1130000017|BECERRA|XAVIER|H|CA|M|D|34|voting
113118560|1130000020|BECERRA|XAVIER|H|CA|M|D|34|voting
113118560|1130000022|BECERRA|XAVIER|H|CA|M|D|34|voting
113117370|1130000028|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000029|CANTOR|ERIC|H|VA|M|R|7|voting
113117580|1130000030|DINGELL|JOHN|H|MI|M|D|12|voting
113117370|1130000031|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000032|CANTOR|ERIC|H|VA|M|R|7|voting
113120680|1130000034|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113117370|1130000036|CANTOR|ERIC|H|VA|M|R|7|voting
113120680|1130000039|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113122520|1130000040|PERRY|SCOTT|H|PA|M|R|4|voting
113120580|1130000041|MULVANEY|MICK|H|SC|M|R|5|voting
113117370|1130000043|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000046|CANTOR|ERIC|H|VA|M|R|7|voting
113121410|1130000047|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121410|1130000049|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113119830|1130000050|HOYER|STENY|H|MD|M|D|5|voting
113121410|1130000052|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113119830|1130000053|HOYER|STENY|H|MD|M|D|5|voting
113121410|1130000055|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113118960|1130000056|CLYBURN|JAMES|H|SC|M|D|6|voting
113121410|1130000058|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113118960|1130000059|CLYBURN|JAMES|H|SC|M|D|6|voting
113121410|1130000061|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121410|1130000063|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121410|1130000065|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120450|1130000066|MCGOVERN|JAMES|H|MA|M|D|2|voting
113121410|1130000068|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120860|1130000069|POLIS|JARED|H|CO|M|D|2|voting
113121410|1130000071|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121410|1130000074|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121410|1130000076|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120680|1130000077|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113121410|1130000079|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120680|1130000080|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113121410|1130000082|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113120630|1130000083|NADLER|JERROLD|H|NY|M|D|10|voting
113121410|1130000085|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121230|1130000086|SCHIFF|ADAM|H|CA|M|D|28|voting
113121410|1130000088|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113119220|1130000089|DEUTCH|THEODORE|H|FL|M|D|21|voting
113121410|1130000091|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113119300|1130000092|EDWARDS|DONNA|H|MD|F|D|4|voting
113121410|1130000094|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121410|1130000096|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113118060|1130000098|BOEHNER|JOHN|H|OH|M|R|8|voting
113121180|1130000099|SABLAN|GREGORIO|H|MP|M|D|0|nonvoting
113120820|1130000100|PIERLUISI|PEDRO|H|PR|M|D|0|nonvoting
113117560|1130000101|CHRISTENSEN|DONNA|H|VI|F|D|0|nonvoting
113121410|1130000104|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113119380|1130000105|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113120160|1130000106|LARSON|JOHN|H|CT|M|D|1|voting
113121410|1130000118|SLAUGHTER|LOUISE|H|NY|F|D|25|voting
113121980|1130000119|SINEMA|KYRSTEN|H|AZ|F|D|9|voting
113118560|1130000126|BECERRA|XAVIER|H|CA|M|D|34|voting
113118560|1130000127|BECERRA|XAVIER|H|CA|M|D|34|voting
113118560|1130000129|BECERRA|XAVIER|H|CA|M|D|34|voting
113117370|1130000132|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000134|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000136|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000138|CANTOR|ERIC|H|VA|M|R|7|voting
113117370|1130000140|CANTOR|ERIC|H|VA|M|R|7|voting
113120460|1130000153|MCHENRY|PATRICK|H|NC|M|R|10|voting
113118680|1130000154|BORDALLO|MADELEINE|H|GU|F|D|0|nonvoting
113120621|1130000159|MURRAY|PATTY|S|WA|F|D||voting
113120181|1130000173|LEAHY|PATRICK|S|VT|M|D||voting
113120961|1130000180|REID|HARRY|S|NV|M|D||voting
113120961|1130000184|REID|HARRY|S|NV|M|D||voting
113120961|1130000185|REID|HARRY|S|NV|M|D||voting
113120961|1130000189|REID|HARRY|S|NV|M|D||voting
113120961|1130000191|REID|HARRY|S|NV|M|D||voting
113120961|1130000193|REID|HARRY|S|NV|M|D||voting
113118361|1130000194|MCCONNELL|MITCH|S|KY|M|R||voting
113120961|1130000196|REID|HARRY|S|NV|M|D||voting
113120961|1130000199|REID|HARRY|S|NV|M|D||voting
113118361|1130000200|MCCONNELL|MITCH|S|KY|M|R||voting
113120961|1130000201|REID|HARRY|S|NV|M|D||voting
113120961|1130000204|REID|HARRY|S|NV|M|D||voting
113118361|1130000205|MCCONNELL|MITCH|S|KY|M|R||voting
113120961|1130000207|REID|HARRY|S|NV|M|D||voting
113120961|1130000210|REID|HARRY|S|NV|M|D||voting
113118361|1130000211|MCCONNELL|MITCH|S|KY|M|R||voting
113120961|1130000212|REID|HARRY|S|NV|M|D||voting
113120961|1130000215|REID|HARRY|S|NV|M|D||voting
113118361|1130000216|MCCONNELL|MITCH|S|KY|M|R||voting
113120961|1130000217|REID|HARRY|S|NV|M|D||voting
113120961|1130000219|REID|HARRY|S|NV|M|D||voting
113120961|1130000221|REID|HARRY|S|NV|M|D||voting
113120961|1130000224|REID|HARRY|S|NV|M|D||voting
113118361|1130000225|MCCONNELL|MITCH|S|KY|M|R||voting
113120961|1130000226|REID|HARRY|S|NV|M|D||voting
113120961|1130000227|REID|HARRY|S|NV|M|D||voting
113118361|1130000229|MCCONNELL|MITCH|S|KY|M|R||voting
113118371|1130000249|MERKLEY|JEFF|S|OR|M|D||voting
113118371|1130000254|MERKLEY|JEFF|S|OR|M|D||voting
113118371|1130000255|MERKLEY|JEFF|S|OR|M|D||voting
113118371|1130000260|MERKLEY|JEFF|S|OR|M|D||voting
113118261|1130000262|BARRASSO|JOHN|S|WY|M|R||voting
113118371|1130000265|MERKLEY|JEFF|S|OR|M|D||voting
113118371|1130000267|MERKLEY|JEFF|S|OR|M|D||voting
113120961|1130000270|REID|HARRY|S|NV|M|D||voting
113120961|1130000272|REID|HARRY|S|NV|M|D||voting
113120961|1130000273|REID|HARRY|S|NV|M|D||voting
113119510|1130000294|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119510|1130000296|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119510|1130000299|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119510|1130000301|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119510|1130000303|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000304|MEEKS|GREGORY|H|NY|M|D|5|voting
113119510|1130000305|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119510|1130000307|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119750|1130000308|HENSARLING|JEB|H|TX|M|R|5|voting
113119510|1130000310|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119750|1130000311|HENSARLING|JEB|H|TX|M|R|5|voting
113120510|1130000312|MEEKS|GREGORY|H|NY|M|D|5|voting
113119510|1130000314|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000316|MEEKS|GREGORY|H|NY|M|D|5|voting
113120730|1130000317|PALLONE|FRANK|H|NJ|M|D|6|voting
113119510|1130000318|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000320|MEEKS|GREGORY|H|NY|M|D|5|voting
113119830|1130000321|HOYER|STENY|H|MD|M|D|5|voting
113119510|1130000322|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119470|1130000323|FRELINGHUYSEN|RODNEY|H|NJ|M|R|11|voting
113120510|1130000324|MEEKS|GREGORY|H|NY|M|D|5|voting
113121630|1130000325|VELAZQUEZ|NYDIA|H|NY|F|D|7|voting
113120510|1130000327|MEEKS|GREGORY|H|NY|M|D|5|voting
113121630|1130000328|VELAZQUEZ|NYDIA|H|NY|F|D|7|voting
113119510|1130000329|GARRETT|SCOTT|H|NJ|M|R|5|voting
113118010|1130000330|GRIMM|MICHAEL|H|NY|M|R|11|voting
113120510|1130000331|MEEKS|GREGORY|H|NY|M|D|5|voting
113120280|1130000332|LOWEY|NITA|H|NY|F|D|17|voting
113119510|1130000333|GARRETT|SCOTT|H|NJ|M|R|5|voting
113117810|1130000334|RUNYAN|JON|H|NJ|M|R|3|voting
113120510|1130000335|MEEKS|GREGORY|H|NY|M|D|5|voting
113120740|1130000336|PASCRELL|BILL|H|NJ|M|D|9|voting
113119510|1130000337|GARRETT|SCOTT|H|NJ|M|R|5|voting
113121730|1130000338|WESTMORELAND|LYNN|H|GA|M|R|3|voting
113119510|1130000340|GARRETT|SCOTT|H|NJ|M|R|5|voting
113121730|1130000341|WESTMORELAND|LYNN|H|GA|M|R|3|voting
113120510|1130000342|MEEKS|GREGORY|H|NY|M|D|5|voting
113119330|1130000343|ENGEL|ELIOT|H|NY|M|D|16|voting
113119510|1130000344|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119530|1130000345|GIBSON|CHRISTOPHER|H|NY|M|R|19|voting
113119510|1130000346|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000348|MEEKS|GREGORY|H|NY|M|D|5|voting
113117360|1130000349|ANDREWS|ROBERT|H|NJ|M|D|1|voting
113119510|1130000350|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119910|1130000351|ISSA|DARRELL|H|CA|M|R|49|voting
113119910|1130000353|ISSA|DARRELL|H|CA|M|R|49|voting
113119910|1130000355|ISSA|DARRELL|H|CA|M|R|49|voting
113119510|1130000357|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119910|1130000358|ISSA|DARRELL|H|CA|M|R|49|voting
113120510|1130000359|MEEKS|GREGORY|H|NY|M|D|5|voting
113120010|1130000360|KAPTUR|MARCY|H|OH|F|D|9|voting
113120510|1130000361|MEEKS|GREGORY|H|NY|M|D|5|voting
113120630|1130000362|NADLER|JERROLD|H|NY|M|D|10|voting
113119510|1130000363|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000364|MEEKS|GREGORY|H|NY|M|D|5|voting
113121400|1130000365|SIRES|ALBIO|H|NJ|M|D|8|voting
113119510|1130000366|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000367|MEEKS|GREGORY|H|NY|M|D|5|voting
113119510|1130000369|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000370|MEEKS|GREGORY|H|NY|M|D|5|voting
113120510|1130000372|MEEKS|GREGORY|H|NY|M|D|5|voting
113119510|1130000374|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000375|MEEKS|GREGORY|H|NY|M|D|5|voting
113120510|1130000377|MEEKS|GREGORY|H|NY|M|D|5|voting
113119510|1130000378|GARRETT|SCOTT|H|NJ|M|R|5|voting
113120510|1130000380|MEEKS|GREGORY|H|NY|M|D|5|voting
113121700|1130000381|WATERS|MAXINE|H|CA|F|D|43|voting
113120510|1130000383|MEEKS|GREGORY|H|NY|M|D|5|voting
113119510|1130000384|GARRETT|SCOTT|H|NJ|M|R|5|voting
113117650|1130000386|HOLT|RUSH|H|NJ|M|D|12|voting
113118930|1130000387|CLARKE|YVETTE|H|NY|F|D|9|voting
113121620|1130000388|VAN HOLLEN|CHRIS|H|MD|M|D|8|voting
113119510|1130000392|GARRETT|SCOTT|H|NJ|M|R|5|voting
113118620|1130000395|BLACK|DIANE|H|TN|F|R|6|voting
113119850|1130000408|HUIZENGA|BILL|H|MI|M|R|2|voting
113120961|1130000412|REID|HARRY|S|NV|M|D||voting
113121251|1130000414|SCHUMER|CHARLES|S|NY|M|D||voting
113120961|1130000416|REID|HARRY|S|NV|M|D||voting
113120961|1130000418|REID|HARRY|S|NV|M|D||voting
113120961|1130000419|REID|HARRY|S|NV|M|D||voting
113118371|1130000422|MERKLEY|JEFF|S|OR|M|D||voting
113120961|1130000427|REID|HARRY|S|NV|M|D||voting
113120961|1130000429|REID|HARRY|S|NV|M|D||voting
113120961|1130000432|REID|HARRY|S|NV|M|D||voting
113120961|1130000434|REID|HARRY|S|NV|M|D||voting
113120961|1130000436|REID|HARRY|S|NV|M|D||voting
113120961|1130000438|REID|HARRY|S|NV|M|D||voting
113120580|1130000454|MULVANEY|MICK|H|SC|M|R|5|voting
113119360|1130000455|FARR|SAM|H|CA|M|D|20|voting
113120160|1130000456|LARSON|JOHN|H|CT|M|D|1|voting
113122300|1130000460|KILDEE|DANIEL|H|MI|M|D|5|voting
113122300|1130000462|KILDEE|DANIEL|H|MI|M|D|5|voting
113118980|1130000466|COFFMAN|MIKE|H|CO|M|R|6|voting
113118770|1130000467|BURGESS|MICHAEL|H|TX|M|R|26|voting
113118620|1130000468|BLACK|DIANE|H|TN|F|R|6|voting
113119190|1130000478|DENHAM|JEFF|H|CA|M|R|10|voting
113119190|1130000480|DENHAM|JEFF|H|CA|M|R|10|voting
113119190|1130000482|DENHAM|JEFF|H|CA|M|R|10|voting
113120680|1130000483|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113119190|1130000484|DENHAM|JEFF|H|CA|M|R|10|voting
113121380|1130000485|SHUSTER|BILL|H|PA|M|R|9|voting
113120720|1130000486|PALAZZO|STEVEN|H|MS|M|R|4|voting
113120680|1130000487|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113117650|1130000488|HOLT|RUSH|H|NJ|M|D|12|voting
113119190|1130000489|DENHAM|JEFF|H|CA|M|R|10|voting
113120720|1130000490|PALAZZO|STEVEN|H|MS|M|R|4|voting
113120680|1130000491|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113120680|1130000494|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113119190|1130000496|DENHAM|JEFF|H|CA|M|R|10|voting
113120680|1130000497|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113119190|1130000498|DENHAM|JEFF|H|CA|M|R|10|voting
113117790|1130000499|RAHALL|NICK|H|WV|M|D|3|voting
113120680|1130000502|NORTON|ELEANOR|H|DC|F|D|0|nonvoting
113119010|1130000505|CONAWAY|K.|H|TX|M|R|11|voting
113119010|1130000506|CONAWAY|K.|H|TX|M|R|11|voting
113117520|1130000511|BRALEY|BRUCE|H|IA|M|D|1|voting
113120640|1130000512|NAPOLITANO|GRACE|H|CA|F|D|32|voting
113120860|1130000517|POLIS|JARED|H|CO|M|D|2|voting
113120860|1130000519|POLIS|JARED|H|CO|M|D|2|voting
113118560|1130000520|BECERRA|XAVIER|H|CA|M|D|34|voting
113120850|1130000521|POE|TED|H|TX|M|R|2|voting
113119380|1130000523|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113118630|1130000524|BLACKBURN|MARSHA|H|TN|F|R|7|voting
113122390|1130000526|CRAMER|KEVIN|H|ND|M|R|0|voting
113119480|1130000528|FUDGE|MARCIA|H|OH|F|D|11|voting
113119480|1130000530|FUDGE|MARCIA|H|OH|F|D|11|voting
113119480|1130000532|FUDGE|MARCIA|H|OH|F|D|11|voting
113119480|1130000534|FUDGE|MARCIA|H|OH|F|D|11|voting
113119480|1130000536|FUDGE|MARCIA|H|OH|F|D|11|voting
113118930|1130000537|CLARKE|YVETTE|H|NY|F|D|9|voting
113119480|1130000538|FUDGE|MARCIA|H|OH|F|D|11|voting
113122480|1130000539|BEATTY|JOYCE|H|OH|F|D|3|voting
113119480|1130000540|FUDGE|MARCIA|H|OH|F|D|11|voting
113121900|1130000541|PAYNE|DONALD|H|NJ|M|D|10|voting
113119480|1130000542|FUDGE|MARCIA|H|OH|F|D|11|voting
113118060|1130000545|BOEHNER|JOHN|H|OH|M|R|8|voting
113117370|1130000546|CANTOR|ERIC|H|VA|M|R|7|voting
113120780|1130000547|PELOSI|NANCY|H|CA|F|D|12|voting
113119000|1130000550|COLE|TOM|H|OK|M|R|4|voting
113119550|1130000579|GOODLATTE|BOB|H|VA|M|R|6|voting
113117950|1130000580|ENYART|WILLIAM|H|IL|M|D|12|voting
113119550|1130000581|GOODLATTE|BOB|H|VA|M|R|6|voting
113121660|1130000582|WALBERG|TIM|H|MI|M|R|7|voting
113119550|1130000583|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000584|GOODLATTE|BOB|H|VA|M|R|6|voting
113120230|1130000585|LIPINSKI|DANIEL|H|IL|M|D|3|voting
113119550|1130000586|GOODLATTE|BOB|H|VA|M|R|6|voting
113117880|1130000587|BARBER|RON|H|AZ|M|D|2|voting
113119550|1130000588|GOODLATTE|BOB|H|VA|M|R|6|voting
113122140|1130000589|DESANTIS|RON|H|FL|M|R|6|voting
113119550|1130000590|GOODLATTE|BOB|H|VA|M|R|6|voting
113117370|1130000591|CANTOR|ERIC|H|VA|M|R|7|voting
113119550|1130000592|GOODLATTE|BOB|H|VA|M|R|6|voting
113121680|1130000593|WALZ|TIMOTHY|H|MN|M|D|1|voting
113119550|1130000594|GOODLATTE|BOB|H|VA|M|R|6|voting
113119460|1130000595|FRANKS|TRENT|H|AZ|M|R|8|voting
113119550|1130000596|GOODLATTE|BOB|H|VA|M|R|6|voting
113119830|1130000597|HOYER|STENY|H|MD|M|D|5|voting
113119550|1130000598|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000600|GOODLATTE|BOB|H|VA|M|R|6|voting
113122090|1130000601|LOWENTHAL|ALAN|H|CA|M|D|47|voting
113119550|1130000602|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000604|GOODLATTE|BOB|H|VA|M|R|6|voting
113117590|1130000605|FALEOMAVAEGA|ENI|H|AS|M|D|0|nonvoting
113119550|1130000606|GOODLATTE|BOB|H|VA|M|R|6|voting
113120110|1130000607|LAMBORN|DOUG|H|CO|M|R|5|voting
113119550|1130000608|GOODLATTE|BOB|H|VA|M|R|6|voting
113117910|1130000609|MAFFEI|DANIEL|H|NY|M|D|24|voting
113119550|1130000610|GOODLATTE|BOB|H|VA|M|R|6|voting
113122040|1130000611|VALADAO|DAVID|H|CA|M|R|21|voting
113119550|1130000612|GOODLATTE|BOB|H|VA|M|R|6|voting
113117650|1130000613|HOLT|RUSH|H|NJ|M|D|12|voting
113119550|1130000614|GOODLATTE|BOB|H|VA|M|R|6|voting
113119450|1130000615|FOXX|VIRGINIA|H|NC|F|R|5|voting
113119550|1130000616|GOODLATTE|BOB|H|VA|M|R|6|voting
113119010|1130000617|CONAWAY|K.|H|TX|M|R|11|voting
113119550|1130000618|GOODLATTE|BOB|H|VA|M|R|6|voting
113121880|1130000619|DELBENE|SUZAN|H|WA|F|D|1|voting
113119550|1130000620|GOODLATTE|BOB|H|VA|M|R|6|voting
113119510|1130000621|GARRETT|SCOTT|H|NJ|M|R|5|voting
113119550|1130000622|GOODLATTE|BOB|H|VA|M|R|6|voting
113121590|1130000623|TSONGAS|NIKI|H|MA|F|D|3|voting
113119550|1130000624|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000626|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000628|GOODLATTE|BOB|H|VA|M|R|6|voting
113120690|1130000629|NUGENT|RICHARD|H|FL|M|R|11|voting
113119550|1130000630|GOODLATTE|BOB|H|VA|M|R|6|voting
113122010|1130000631|BERA|AMI|H|CA|M|D|7|voting
113119550|1130000632|GOODLATTE|BOB|H|VA|M|R|6|voting
113119640|1130000633|GRIFFITH|H.|H|VA|M|R|9|voting
113119550|1130000634|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000636|GOODLATTE|BOB|H|VA|M|R|6|voting
113119850|1130000637|HUIZENGA|BILL|H|MI|M|R|2|voting
113119550|1130000638|GOODLATTE|BOB|H|VA|M|R|6|voting
113122080|1130000639|TAKANO|MARK|H|CA|M|D|41|voting
113119550|1130000640|GOODLATTE|BOB|H|VA|M|R|6|voting
113122130|1130000641|YOHO|TED|H|FL|M|R|3|voting
113119550|1130000642|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000644|GOODLATTE|BOB|H|VA|M|R|6|voting
113122390|1130000645|CRAMER|KEVIN|H|ND|M|R|0|voting
113119550|1130000646|GOODLATTE|BOB|H|VA|M|R|6|voting
113122610|1130000647|VEASEY|MARC|H|TX|M|D|33|voting
113119550|1130000648|GOODLATTE|BOB|H|VA|M|R|6|voting
113121560|1130000649|TIPTON|SCOTT|H|CO|M|R|3|voting
113119550|1130000650|GOODLATTE|BOB|H|VA|M|R|6|voting
113122580|1130000651|OROURKE|BETO|H|TX|M|D|16|voting
113119550|1130000652|GOODLATTE|BOB|H|VA|M|R|6|voting
113119560|1130000653|GOSAR|PAUL|H|AZ|M|R|4|voting
113119550|1130000654|GOODLATTE|BOB|H|VA|M|R|6|voting
113122000|1130000655|HUFFMAN|JARED|H|CA|M|D|2|voting
113119550|1130000656|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000658|GOODLATTE|BOB|H|VA|M|R|6|voting
113120780|1130000659|PELOSI|NANCY|H|CA|F|D|12|voting
113119550|1130000660|GOODLATTE|BOB|H|VA|M|R|6|voting
113119420|1130000661|FLORES|BILL|H|TX|M|R|17|voting
113119550|1130000662|GOODLATTE|BOB|H|VA|M|R|6|voting
113122030|1130000663|SWALWELL|ERIC|H|CA|M|D|15|voting
113119550|1130000664|GOODLATTE|BOB|H|VA|M|R|6|voting
113119520|1130000665|GIBBS|BOB|H|OH|M|R|7|voting
113119550|1130000666|GOODLATTE|BOB|H|VA|M|R|6|voting
113119860|1130000667|HULTGREN|RANDY|H|IL|M|R|14|voting
113119550|1130000668|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000670|GOODLATTE|BOB|H|VA|M|R|6|voting
113122370|1130000671|HOLDING|GEORGE|H|NC|M|R|13|voting
113119550|1130000672|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000674|GOODLATTE|BOB|H|VA|M|R|6|voting
113121810|1130000675|YODER|KEVIN|H|KS|M|R|3|voting
113119550|1130000676|GOODLATTE|BOB|H|VA|M|R|6|voting
113122250|1130000677|BARR|GARLAND|H|KY|M|R|6|voting
113119550|1130000678|GOODLATTE|BOB|H|VA|M|R|6|voting
113122360|1130000679|MEADOWS|MARK|H|NC|M|R|11|voting
113119550|1130000680|GOODLATTE|BOB|H|VA|M|R|6|voting
113122120|1130000681|ESTY|ELIZABETH|H|CT|F|D|5|voting
113119550|1130000682|GOODLATTE|BOB|H|VA|M|R|6|voting
113120770|1130000683|PEARCE|STEVAN|H|NM|M|R|2|voting
113119550|1130000684|GOODLATTE|BOB|H|VA|M|R|6|voting
113119880|1130000685|HURT|ROBERT|H|VA|M|R|5|voting
113119550|1130000686|GOODLATTE|BOB|H|VA|M|R|6|voting
113122520|1130000687|PERRY|SCOTT|H|PA|M|R|4|voting
113119550|1130000688|GOODLATTE|BOB|H|VA|M|R|6|voting
113122350|1130000689|PITTENGER|ROBERT|H|NC|M|R|9|voting
113119550|1130000690|GOODLATTE|BOB|H|VA|M|R|6|voting
113120220|1130000691|LEWIS|JOHN|H|GA|M|D|5|voting
113119550|1130000692|GOODLATTE|BOB|H|VA|M|R|6|voting
113121770|1130000693|WOMACK|STEVE|H|AR|M|R|3|voting
113119550|1130000694|GOODLATTE|BOB|H|VA|M|R|6|voting
113119020|1130000695|CONNOLLY|GERALD|H|VA|M|D|11|voting
113119550|1130000696|GOODLATTE|BOB|H|VA|M|R|6|voting
113121100|1130000697|ROSS|DENNIS|H|FL|M|R|15|voting
113119550|1130000698|GOODLATTE|BOB|H|VA|M|R|6|voting
113119190|1130000699|DENHAM|JEFF|H|CA|M|R|10|voting
113119550|1130000700|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000702|GOODLATTE|BOB|H|VA|M|R|6|voting
113120140|1130000703|LANKFORD|JAMES|H|OK|M|R|5|voting
113119550|1130000704|GOODLATTE|BOB|H|VA|M|R|6|voting
113119400|1130000705|FLEISCHMANN|CHARLES|H|TN|M|R|3|voting
113119550|1130000706|GOODLATTE|BOB|H|VA|M|R|6|voting
113121080|1130000707|ROS-LEHTINEN|ILEANA|H|FL|F|R|27|voting
113119550|1130000708|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000710|GOODLATTE|BOB|H|VA|M|R|6|voting
113117290|1130000711|BONNER|JO|H|AL|M|R|1|voting
113119550|1130000712|GOODLATTE|BOB|H|VA|M|R|6|voting
113119540|1130000713|GOHMERT|LOUIE|H|TX|M|R|1|voting
113119550|1130000714|GOODLATTE|BOB|H|VA|M|R|6|voting
113119840|1130000715|HUELSKAMP|TIM|H|KS|M|R|1|voting
113119550|1130000716|GOODLATTE|BOB|H|VA|M|R|6|voting
113119440|1130000717|FORTENBERRY|JEFF|H|NE|M|R|1|voting
113119550|1130000718|GOODLATTE|BOB|H|VA|M|R|6|voting
113122280|1130000719|DELANEY|JOHN|H|MD|M|D|6|voting
113119550|1130000720|GOODLATTE|BOB|H|VA|M|R|6|voting
113121920|1130000721|SALMON|MATT|H|AZ|M|R|5|voting
113119550|1130000722|GOODLATTE|BOB|H|VA|M|R|6|voting
113119550|1130000724|GOODLATTE|BOB|H|VA|M|R|6|voting
113120440|1130000727|MCDERMOTT|JIM|H|WA|M|D|7|voting
113119860|1130000728|HULTGREN|RANDY|H|IL|M|R|14|voting
113119770|1130000729|HIGGINS|BRIAN|H|NY|M|D|26|voting
113121600|1130000730|TURNER|MICHAEL|H|OH|M|R|10|voting
113122300|1130000731|KILDEE|DANIEL|H|MI|M|D|5|voting
113122330|1130000732|DAINES|STEVE|H|MT|M|R|0|voting
113118920|1130000733|CICILLINE|DAVID|H|RI|M|D|1|voting
113122240|1130000734|MESSER|LUKE|H|IN|M|R|6|voting
113119380|1130000736|FITZPATRICK|MICHAEL|H|PA|M|R|8|voting
113121850|1130000737|HAHN|JANICE|H|CA|F|D|44|voting
113120760|1130000738|PAULSEN|ERIK|H|MN|M|R|3|voting
113118990|1130000739|COHEN|STEVE|H|TN|M|D|9|voting
113121240|1130000740|SCHRADER|KURT|H|OR|M|D|5|voting
113117950|1130000742|ENYART|WILLIAM|H|IL|M|D|12|voting
113119060|1130000743|COURTNEY|JOE|H|CT|M|D|2|voting
113120730|1130000744|PALLONE|FRANK|H|NJ|M|D|6|voting
113119360|1130000745|FARR|SAM|H|CA|M|D|20|voting
113119000|1130000746|COLE|TOM|H|OK|M|R|4|voting
113119000|1130000748|COLE|TOM|H|OK|M|R|4|voting
113119000|1130000750|COLE|TOM|H|OK|M|R|4|voting
113119000|1130000751|COLE|TOM|H|OK|M|R|4|voting
